refshort,fragment_id,plot_id,fragment_plot_comb,patch_type,scientific_name,sampling_effort,sampling_design,abundance,latitude,longitude
Aizen_1994,CON_S,3,CON_S_3,fragmented,Andrenidae_gen._sp.,1,standardized_fragment,2,-26.571326,-65.275725
Aizen_1994,CON_S,3,CON_S_3,fragmented,Spinoliela_sp.,1,standardized_fragment,1,-26.571326,-65.275725
Aizen_1994,CON_S,3,CON_S_3,fragmented,Eumenidae_gen._sp.,1,standardized_fragment,1,-26.571326,-65.275725
Aizen_1994,CON_S,3,CON_S_3,fragmented,Hypalostoroides_sp.,1,standardized_fragment,11,-26.571326,-65.275725
Aizen_1994,CON_S,3,CON_S_3,fragmented,Zethus_sp.,1,standardized_fragment,1,-26.571326,-65.275725
Aizen_1994,CON_S,3,CON_S_3,fragmented,Dialictus_sp.,1,standardized_fragment,1,-26.571326,-65.275725
Aizen_1994,CON_S,3,CON_S_3,fragmented,Scolioideae_gen._sp.,1,standardized_fragment,1,-26.571326,-65.275725
Aizen_1994,CON_S,3,CON_S_3,fragmented,Cerceri_sp.,1,standardized_fragment,1,-26.571326,-65.275725
Aizen_1994,CON_S,3,CON_S_3,fragmented,Tachysphex_sp.,1,standardized_fragment,1,-26.571326,-65.275725
Aizen_1994,CON_S,3,CON_S_3,fragmented,Trypoxylon_sp.,1,standardized_fragment,1,-26.571326,-65.275725
Aizen_1994,COS_C,1,COS_C_1,continuous,Apis_mellifera,1,standardized_fragment,1,-26.585702,-65.285071
Aizen_1994,COS_C,2,COS_C_2,continuous,Dialictus_sp.,1,standardized_fragment,1,-26.585702,-65.285071
Aizen_1994,COS_C,2,COS_C_2,continuous,Ichneumonidae_gen._sp._2,1,standardized_fragment,1,-26.585702,-65.285071
Aizen_1994,COS_C,2,COS_C_2,continuous,Polibia_sp.,1,standardized_fragment,1,-26.585702,-65.285071
Aizen_1994,COS_C,3,COS_C_3,continuous,Arhysosage_sp.,1,standardized_fragment,8,-26.585702,-65.285071
Aizen_1994,COS_C,3,COS_C_3,continuous,Spinoliela_sp.,1,standardized_fragment,2,-26.585702,-65.285071
Aizen_1994,COS_C,3,COS_C_3,continuous,Anthophoridae_gen._sp.,1,standardized_fragment,4,-26.585702,-65.285071
Aizen_1994,COS_C,3,COS_C_3,continuous,Anthophoridae_gen._sp._6,1,standardized_fragment,1,-26.585702,-65.285071
Aizen_1994,COS_C,3,COS_C_3,continuous,Ancistroceroides_sp.,1,standardized_fragment,1,-26.585702,-65.285071
Aizen_1994,COS_C,3,COS_C_3,continuous,Hypalostoroides_sp.,1,standardized_fragment,9,-26.585702,-65.285071
Aizen_1994,COS_C,3,COS_C_3,continuous,Augochlora_sp.,1,standardized_fragment,4,-26.585702,-65.285071
Aizen_1994,COS_C,3,COS_C_3,continuous,Augochloropsis_sp.,1,standardized_fragment,1,-26.585702,-65.285071
Aizen_1994,COS_C,3,COS_C_3,continuous,Dialictus_sp.,1,standardized_fragment,1,-26.585702,-65.285071
Aizen_1994,COS_C,3,COS_C_3,continuous,Megachilidae_gen._sp._1,1,standardized_fragment,6,-26.585702,-65.285071
Aizen_1994,COS_C,3,COS_C_3,continuous,Sphecidae_gen._sp.,1,standardized_fragment,2,-26.585702,-65.285071
Aizen_1994,COS_C,3,COS_C_3,continuous,Trypoxylon_sp.,1,standardized_fragment,1,-26.585702,-65.285071
Aizen_1994,COS_C,3,COS_C_3,continuous,Polibia_sp.,1,standardized_fragment,5,-26.585702,-65.285071
Aizen_1994,COS_L,1,COS_L_1,fragmented,Apis_mellifera,1,standardized_fragment,3,-26.580002,-65.276514
Aizen_1994,COS_L,1,COS_L_1,fragmented,Augochloropsis_sp.,1,standardized_fragment,1,-26.580002,-65.276514
Aizen_1994,COS_L,1,COS_L_1,fragmented,Aporinelles_sp.,1,standardized_fragment,6,-26.580002,-65.276514
Aizen_1994,COS_L,2,COS_L_2,fragmented,Anthophoridae_gen._sp._1,1,standardized_fragment,1,-26.580002,-65.276514
Aizen_1994,COS_L,2,COS_L_2,fragmented,Ancistroceroides_sp.,1,standardized_fragment,1,-26.580002,-65.276514
Aizen_1994,COS_L,2,COS_L_2,fragmented,Dialictus_sp.,1,standardized_fragment,1,-26.580002,-65.276514
Aizen_1994,COS_L,2,COS_L_2,fragmented,Sphecidae_gen._sp.,1,standardized_fragment,1,-26.580002,-65.276514
Aizen_1994,COS_L,3,COS_L_3,fragmented,Andrenidae_gen._sp.,1,standardized_fragment,4,-26.580002,-65.276514
Aizen_1994,COS_L,3,COS_L_3,fragmented,Spinoliela_sp.,1,standardized_fragment,1,-26.580002,-65.276514
Aizen_1994,COS_L,3,COS_L_3,fragmented,Anthophoridae_gen._sp.,1,standardized_fragment,3,-26.580002,-65.276514
Aizen_1994,COS_L,3,COS_L_3,fragmented,Ptilothrix_sp.,1,standardized_fragment,1,-26.580002,-65.276514
Aizen_1994,COS_L,3,COS_L_3,fragmented,Ancistroceroides_sp.,1,standardized_fragment,4,-26.580002,-65.276514
Aizen_1994,COS_L,3,COS_L_3,fragmented,Hypalostoroides_sp.,1,standardized_fragment,1,-26.580002,-65.276514
Aizen_1994,COS_L,3,COS_L_3,fragmented,Stenodynerus_sp.,1,standardized_fragment,1,-26.580002,-65.276514
Aizen_1994,COS_L,3,COS_L_3,fragmented,Dialictus_sp.,1,standardized_fragment,1,-26.580002,-65.276514
Aizen_1994,COS_L,3,COS_L_3,fragmented,Halictillus_sp.,1,standardized_fragment,1,-26.580002,-65.276514
Aizen_1994,COS_L,3,COS_L_3,fragmented,Pompilidae_gen._sp._4,1,standardized_fragment,1,-26.580002,-65.276514
Aizen_1994,COS_L,3,COS_L_3,fragmented,Trypoxylon_sp.,1,standardized_fragment,2,-26.580002,-65.276514
Aizen_1994,COS_S,1,COS_S_1,fragmented,Apis_mellifera,1,standardized_fragment,1,-26.577997,-65.275334
Aizen_1994,COS_S,1,COS_S_1,fragmented,Augochloropsis_sp.,1,standardized_fragment,1,-26.577997,-65.275334
Aizen_1994,COS_S,1,COS_S_1,fragmented,Dialictus_sp.,1,standardized_fragment,1,-26.577997,-65.275334
Aizen_1994,COS_S,1,COS_S_1,fragmented,Aporinelles_sp.,1,standardized_fragment,2,-26.577997,-65.275334
Aizen_1994,COS_S,1,COS_S_1,fragmented,Polibia_sp.,1,standardized_fragment,1,-26.577997,-65.275334
Aizen_1994,COS_S,2,COS_S_2,fragmented,Anthophoridae_gen._sp._1,1,standardized_fragment,1,-26.577997,-65.275334
Aizen_1994,COS_S,2,COS_S_2,fragmented,Ancistroceroides_sp.,1,standardized_fragment,1,-26.577997,-65.275334
Aizen_1994,COS_S,2,COS_S_2,fragmented,Aporinelles_sp.,1,standardized_fragment,1,-26.577997,-65.275334
Aizen_1994,COS_S,2,COS_S_2,fragmented,Tachysphex_sp.,1,standardized_fragment,3,-26.577997,-65.275334
Aizen_1994,COS_S,3,COS_S_3,fragmented,Acantopoen_sp.,1,standardized_fragment,1,-26.577997,-65.275334
Aizen_1994,COS_S,3,COS_S_3,fragmented,Arhysosage_sp.,1,standardized_fragment,1,-26.577997,-65.275334
Aizen_1994,COS_S,3,COS_S_3,fragmented,Andrenidae_gen._sp.,1,standardized_fragment,6,-26.577997,-65.275334
Aizen_1994,COS_S,3,COS_S_3,fragmented,Spinoliela_sp.,1,standardized_fragment,2,-26.577997,-65.275334
Aizen_1994,COS_S,3,COS_S_3,fragmented,Anthophoridae_gen._sp.,1,standardized_fragment,1,-26.577997,-65.275334
Aizen_1994,COS_S,3,COS_S_3,fragmented,Ptilothrix_sp.,1,standardized_fragment,3,-26.577997,-65.275334
Aizen_1994,COS_S,3,COS_S_3,fragmented,Apis_mellifera,1,standardized_fragment,1,-26.577997,-65.275334
Aizen_1994,COS_S,3,COS_S_3,fragmented,Dialictus_sp.,1,standardized_fragment,7,-26.577997,-65.275334
Aizen_1994,COS_S,3,COS_S_3,fragmented,Halictillus_sp.,1,standardized_fragment,2,-26.577997,-65.275334
Aizen_1994,IMH_C,1,IMH_C_1,continuous,Anthophoridae_gen._sp._1,1,standardized_fragment,1,-26.59419,-65.258644
Aizen_1994,IMH_C,1,IMH_C_1,continuous,Anthophoridae_gen._sp._2,1,standardized_fragment,1,-26.59419,-65.258644
Aizen_1994,IMH_C,1,IMH_C_1,continuous,Ichneumonidae_gen._sp._1,1,standardized_fragment,6,-26.59419,-65.258644
Aizen_1994,IMH_C,1,IMH_C_1,continuous,Aporinelles_sp.,1,standardized_fragment,1,-26.59419,-65.258644
Aizen_1994,IMH_C,1,IMH_C_1,continuous,Tachysphex_sp.,1,standardized_fragment,1,-26.59419,-65.258644
Aizen_1994,IMH_C,2,IMH_C_2,continuous,Acantopoen_sp.,1,standardized_fragment,1,-26.59419,-65.258644
Aizen_1994,IMH_C,2,IMH_C_2,continuous,Arhysosage_ochraceae,1,standardized_fragment,1,-26.59419,-65.258644
Aizen_1994,IMH_C,2,IMH_C_2,continuous,Arhysosage_sp.,1,standardized_fragment,1,-26.59419,-65.258644
Aizen_1994,IMH_C,2,IMH_C_2,continuous,Andrenidae_gen._sp._1,1,standardized_fragment,2,-26.59419,-65.258644
Aizen_1994,IMH_C,2,IMH_C_2,continuous,Psaenytia_sp.,1,standardized_fragment,1,-26.59419,-65.258644
Aizen_1994,IMH_C,2,IMH_C_2,continuous,Spinoliela_sp.,1,standardized_fragment,1,-26.59419,-65.258644
Aizen_1994,IMH_C,2,IMH_C_2,continuous,Anthophoridae_gen._sp.,1,standardized_fragment,2,-26.59419,-65.258644
Aizen_1994,IMH_C,2,IMH_C_2,continuous,Anthophoridae_gen._sp._1,1,standardized_fragment,1,-26.59419,-65.258644
Aizen_1994,IMH_C,2,IMH_C_2,continuous,Caenaugochlora_sp.,1,standardized_fragment,7,-26.59419,-65.258644
Aizen_1994,IMH_C,2,IMH_C_2,continuous,Dialictus_sp.,1,standardized_fragment,15,-26.59419,-65.258644
Aizen_1994,IMH_C,2,IMH_C_2,continuous,Sphecidae_gen._sp.,1,standardized_fragment,2,-26.59419,-65.258644
Aizen_1994,IMH_C,2,IMH_C_2,continuous,Brachygastra_sp.,1,standardized_fragment,2,-26.59419,-65.258644
Aizen_1994,IMH_C,2,IMH_C_2,continuous,Polibia_sp.,1,standardized_fragment,2,-26.59419,-65.258644
Aizen_1994,IMH_C,3,IMH_C_3,continuous,Anthophoridae_gen._sp.,1,standardized_fragment,6,-26.59419,-65.258644
Aizen_1994,IMH_C,3,IMH_C_3,continuous,Ptilothrix_sp.,1,standardized_fragment,6,-26.59419,-65.258644
Aizen_1994,IMH_C,3,IMH_C_3,continuous,Hypalostoroides_sp.,1,standardized_fragment,1,-26.59419,-65.258644
Aizen_1994,IMH_C,3,IMH_C_3,continuous,Augochlora_sp.,1,standardized_fragment,1,-26.59419,-65.258644
Aizen_1994,IMH_C,3,IMH_C_3,continuous,Dialictus_sp.,1,standardized_fragment,4,-26.59419,-65.258644
Aizen_1994,IMH_C,3,IMH_C_3,continuous,Ichneumonidae_gen._sp._1,1,standardized_fragment,1,-26.59419,-65.258644
Aizen_1994,IMH_C,3,IMH_C_3,continuous,Liris_sp.,1,standardized_fragment,2,-26.59419,-65.258644
Aizen_1994,IMH_C,3,IMH_C_3,continuous,Trypoxylon_sp.,1,standardized_fragment,3,-26.59419,-65.258644
Aizen_1994,IMH_L,1,IMH_L_1,fragmented,Dialictus_sp.,1,standardized_fragment,5,-26.594901,-65.263521
Aizen_1994,IMH_L,1,IMH_L_1,fragmented,Ichneumonidae_gen._sp._3,1,standardized_fragment,1,-26.594901,-65.263521
Aizen_1994,IMH_L,2,IMH_L_2,fragmented,Exomalopsis_sp.,1,standardized_fragment,1,-26.594901,-65.263521
Aizen_1994,IMH_L,2,IMH_L_2,fragmented,Dialictus_sp.,1,standardized_fragment,1,-26.594901,-65.263521
Aizen_1994,IMH_L,3,IMH_L_3,fragmented,Spinoliela_sp.,1,standardized_fragment,1,-26.594901,-65.263521
Aizen_1994,IMH_L,3,IMH_L_3,fragmented,Ancistroceroides_sp.,1,standardized_fragment,1,-26.594901,-65.263521
Aizen_1994,IMH_L,3,IMH_L_3,fragmented,Hypalostoroides_sp.,1,standardized_fragment,1,-26.594901,-65.263521
Aizen_1994,IMH_L,3,IMH_L_3,fragmented,Augochlora_sp.,1,standardized_fragment,1,-26.594901,-65.263521
Aizen_1994,IMH_L,3,IMH_L_3,fragmented,Dialictus_sp.,1,standardized_fragment,6,-26.594901,-65.263521
Aizen_1994,IMH_L,3,IMH_L_3,fragmented,Halictillus_sp.,1,standardized_fragment,1,-26.594901,-65.263521
Aizen_1994,IMH_L,3,IMH_L_3,fragmented,Ichneumonidae_gen._sp.,1,standardized_fragment,1,-26.594901,-65.263521
Aizen_1994,IMH_S,1,IMH_S_1,fragmented,Anthophoridae_gen._sp._2,1,standardized_fragment,1,-26.59489,-65.263651
Aizen_1994,IMH_S,1,IMH_S_1,fragmented,Dialictus_sp.,1,standardized_fragment,1,-26.59489,-65.263651
Aizen_1994,IMH_S,1,IMH_S_1,fragmented,Ichneumonidae_gen._sp._2,1,standardized_fragment,1,-26.59489,-65.263651
Aizen_1994,IMH_S,2,IMH_S_2,fragmented,Ichneumonidae_gen._sp.,1,standardized_fragment,1,-26.59489,-65.263651
Aizen_1994,IMH_S,3,IMH_S_3,fragmented,Ancistroceroides_sp.,1,standardized_fragment,1,-26.59489,-65.263651
Aizen_1994,IMH_S,3,IMH_S_3,fragmented,Hypalostoroides_sp.,1,standardized_fragment,1,-26.59489,-65.263651
Aizen_1994,IMH_S,3,IMH_S_3,fragmented,Dialictus_sp.,1,standardized_fragment,5,-26.59489,-65.263651
Aizen_1994,VIP_C,1,VIP_C_1,continuous,Apis_mellifera,1,standardized_fragment,1,-26.454128,-65.299582
Aizen_1994,VIP_C,1,VIP_C_1,continuous,Dialictus_sp.,1,standardized_fragment,1,-26.454128,-65.299582
Aizen_1994,VIP_C,1,VIP_C_1,continuous,Aporinelles_sp.,1,standardized_fragment,2,-26.454128,-65.299582
Aizen_1994,VIP_C,1,VIP_C_1,continuous,Polibia_sp.,1,standardized_fragment,1,-26.454128,-65.299582
Aizen_1994,VIP_C,2,VIP_C_2,continuous,Arhysosage_ochraceae,1,standardized_fragment,4,-26.454128,-65.299582
Aizen_1994,VIP_C,2,VIP_C_2,continuous,Andrenidae_gen._sp.,1,standardized_fragment,2,-26.454128,-65.299582
Aizen_1994,VIP_C,2,VIP_C_2,continuous,Spinoliela_sp.,1,standardized_fragment,2,-26.454128,-65.299582
Aizen_1994,VIP_C,2,VIP_C_2,continuous,Diadasia_sp.,1,standardized_fragment,1,-26.454128,-65.299582
Aizen_1994,VIP_C,2,VIP_C_2,continuous,Hypalostoroides_sp.,1,standardized_fragment,8,-26.454128,-65.299582
Aizen_1994,VIP_C,2,VIP_C_2,continuous,Augochlora_sp.,1,standardized_fragment,5,-26.454128,-65.299582
Aizen_1994,VIP_C,2,VIP_C_2,continuous,Augochloropsis_sp.,1,standardized_fragment,1,-26.454128,-65.299582
Aizen_1994,VIP_C,2,VIP_C_2,continuous,Caenaugochlora_sp.,1,standardized_fragment,1,-26.454128,-65.299582
Aizen_1994,VIP_C,2,VIP_C_2,continuous,Dialictus_sp.,1,standardized_fragment,2,-26.454128,-65.299582
Aizen_1994,VIP_C,2,VIP_C_2,continuous,Ichneumonidae_gen._sp.,1,standardized_fragment,3,-26.454128,-65.299582
Aizen_1994,VIP_C,2,VIP_C_2,continuous,Pompilidae_gen._sp._2,1,standardized_fragment,1,-26.454128,-65.299582
Aizen_1994,VIP_C,2,VIP_C_2,continuous,Pompilidae_gen._sp._3,1,standardized_fragment,1,-26.454128,-65.299582
Aizen_1994,VIP_C,2,VIP_C_2,continuous,Sphecidae_gen._sp.,1,standardized_fragment,2,-26.454128,-65.299582
Aizen_1994,VIP_C,2,VIP_C_2,continuous,Solierella_sp.,1,standardized_fragment,2,-26.454128,-65.299582
Aizen_1994,VIP_C,2,VIP_C_2,continuous,Brachygastra_sp.,1,standardized_fragment,4,-26.454128,-65.299582
Aizen_1994,VIP_C,2,VIP_C_2,continuous,Polibia_sp.,1,standardized_fragment,3,-26.454128,-65.299582
Aizen_1994,VIP_C,3,VIP_C_3,continuous,Arhysosage_ochraceae,1,standardized_fragment,10,-26.454128,-65.299582
Aizen_1994,VIP_C,3,VIP_C_3,continuous,Arhysosage_sp.,1,standardized_fragment,9,-26.454128,-65.299582
Aizen_1994,VIP_C,3,VIP_C_3,continuous,Anthophoridae_gen._sp.,1,standardized_fragment,3,-26.454128,-65.299582
Aizen_1994,VIP_C,3,VIP_C_3,continuous,Anthophoridae_gen._sp._5,1,standardized_fragment,1,-26.454128,-65.299582
Aizen_1994,VIP_C,3,VIP_C_3,continuous,Hypalostoroides_sp.,1,standardized_fragment,6,-26.454128,-65.299582
Aizen_1994,VIP_C,3,VIP_C_3,continuous,Augochlora_sp.,1,standardized_fragment,5,-26.454128,-65.299582
Aizen_1994,VIP_C,3,VIP_C_3,continuous,Augochloropsis_sp.,1,standardized_fragment,1,-26.454128,-65.299582
Aizen_1994,VIP_C,3,VIP_C_3,continuous,Dialictus_sp.,1,standardized_fragment,5,-26.454128,-65.299582
Aizen_1994,VIP_C,3,VIP_C_3,continuous,Halictillus_sp.,1,standardized_fragment,1,-26.454128,-65.299582
Aizen_1994,VIP_C,3,VIP_C_3,continuous,Ichneumonidae_gen._sp._1,1,standardized_fragment,1,-26.454128,-65.299582
Aizen_1994,VIP_C,3,VIP_C_3,continuous,Epanthidium_autumnale,1,standardized_fragment,1,-26.454128,-65.299582
Aizen_1994,VIP_C,3,VIP_C_3,continuous,Megachilidae_gen._sp._1,1,standardized_fragment,3,-26.454128,-65.299582
Aizen_1994,VIP_C,3,VIP_C_3,continuous,Pompilidae_gen._sp.,1,standardized_fragment,1,-26.454128,-65.299582
Aizen_1994,VIP_C,3,VIP_C_3,continuous,Sphecidae_gen._sp.,1,standardized_fragment,1,-26.454128,-65.299582
Aizen_1994,VIP_C,3,VIP_C_3,continuous,Trypoxylon_sp.,1,standardized_fragment,9,-26.454128,-65.299582
Aizen_1994,VIP_C,3,VIP_C_3,continuous,Tentredinae_gen._sp.,1,standardized_fragment,1,-26.454128,-65.299582
Aizen_1994,VIP_C,3,VIP_C_3,continuous,Polibia_sp.,1,standardized_fragment,5,-26.454128,-65.299582
Aizen_1994,VIP_L,1,VIP_L_1,fragmented,Dialictus_sp.,1,standardized_fragment,2,-26.458132,-65.304972
Aizen_1994,VIP_L,1,VIP_L_1,fragmented,Aporinelles_sp.,1,standardized_fragment,1,-26.458132,-65.304972
